Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
BEAVERLODGE RCS,ALBERTA,3070600,30669,71230.0,WBM,55.2,-119.4,551148002,-1192347090,745.0,2001,2024,2001.0,2024.0,2001.0,2024.0,2001.0,2007.0
BROWNVALE AGCM,ALBERTA,3070800,47067,71283.0,PBN,56.12,-117.89,560704000,-1175311008,748.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
CLEAR HILLS AGCM,ALBERTA,3071661,51838,,PCS,56.53,-117.93,563144058,-1175600068,672.0,2013,2024,2013.0,2024.0,2018.0,2024.0,,
DEADWOOD AGCM,ALBERTA,3071957,51839,,PDO,56.72,-117.54,564255042,-1173236060,551.0,2013,2024,2013.0,2024.0,2018.0,2024.0,,
EAGLESHAM AGCM,ALBERTA,3072151,47071,71461.0,PEL,55.81,-117.89,554829002,-1175312000,563.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
EGG ISLAND,ALBERTA,3072246,31027,71404.0,XEL,58.98,-110.44,585853070,-1102622062,214.9,1993,2024,1993.0,2024.0,2001.0,2024.0,2005.0,2007.0
FAIRVIEW AGDM,ALBERTA,3072525,31469,71347.0,XFR,56.08,-118.44,560453006,-1182622005,654.55,1997,2024,1997.0,2024.0,2002.0,2024.0,2002.0,2007.0
FORT CHIPEWYAN,ALBERTA,3072655,48975,71305.0,YPY,58.77,-111.12,584602000,-1110702000,238.0,2011,2024,2011.0,2024.0,2011.0,2024.0,,
FORT CHIPEWYAN A,ALBERTA,3072658,2704,,,58.77,-111.12,584600000,-1110700000,232.0,1967,2007,1967.0,2006.0,1967.0,2007.0,1967.0,2007.0
FORT CHIPEWYAN RCS,ALBERTA,3072659,50757,71056.0,PCH,58.77,-111.12,584602000,-1110702000,238.0,2012,2024,2012.0,2024.0,2012.0,2024.0,,
FORT CHIPEWYAN AWOS A,ALBERTA,3072662,31608,,PCP,58.77,-111.12,584602000,-1110702000,238.0,2006,2016,2006.0,2016.0,2006.0,2011.0,,
FORT VERMILION,ALBERTA,3072723,30495,71024.0,XFV,58.38,-116.04,582256300,-1160224600,289.0,2000,2024,2000.0,2024.0,2000.0,2024.0,2000.0,2007.0
GRANDE CACHE,ALBERTA,307288R,2715,,WAM,53.92,-118.87,535500000,-1185200000,1255.2,1985,2005,,,1985.0,2005.0,1985.0,2005.0
GRANDE PRAIRIE A,ALBERTA,3072920,2718,71940.0,YQU,55.18,-118.89,551047000,-1185306000,669.0,1942,2013,1953.0,2013.0,1942.0,2013.0,1942.0,2007.0
GRANDE PRAIRIE A,ALBERTA,3072921,51422,71940.0,YQU,55.18,-118.88,551048000,-1185305000,669.0,2013,2024,2013.0,2024.0,2013.0,2024.0,,
HAWK HILLS AGCM,ALBERTA,3073071,47075,71507.0,PHW,57.26,-117.3,571553001,-1171751009,455.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
HIGH LEVEL A,ALBERTA,3073140,49928,71066.0,YOJ,58.62,-117.16,583718000,-1170953000,338.02,2011,2024,2011.0,2024.0,2011.0,2024.0,,
HIGH LEVEL A,ALBERTA,3073141,50622,,YOJ,58.62,-117.16,583718000,-1170953000,338.0,2012,2024,2012.0,2024.0,,,,
HIGH LEVEL A,ALBERTA,3073145,2725,,,58.52,-117.1,583100000,-1170600000,326.7,1967,1970,1967.0,1970.0,1967.0,1970.0,1967.0,1970.0
HIGH LEVEL A,ALBERTA,3073146,2726,,YOJ,58.62,-117.16,583717000,-1170953000,338.02,1970,2022,1970.0,2012.0,1970.0,2022.0,1970.0,2007.0
HIGH LEVEL,ALBERTA,3073148,55118,73085.0,PHJ,58.63,-117.16,583753030,-1170950015,339.0,2020,2024,2020.0,2024.0,2020.0,2024.0,,
JEAN COTE AGCM,ALBERTA,3073535,47077,71541.0,PJT,55.91,-117.12,555446006,-1170711006,638.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
KEG RIVER AGCM,ALBERTA,3073644,51840,,PKG,57.79,-117.68,574715001,-1174036000,408.0,2013,2024,2013.0,2024.0,2018.0,2024.0,,
LA CRETE AGCM,ALBERTA,3073730,47147,71542.0,PLC,58.17,-116.34,581019008,-1162034002,323.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
LA GLACE AGCM,ALBERTA,3073740,47087,71543.0,PLG,55.42,-119.25,552519001,-1191517002,760.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
MANNING,ALBERTA,3074182,2750,,WAI,56.95,-117.64,565703000,-1173839000,491.3,1985,2019,,,1985.0,2019.0,1985.0,2007.0
MANNING AGDM,ALBERTA,3074190,32394,71229.0,XMG,56.97,-117.45,565826000,-1172703002,457.0,2002,2024,2002.0,2024.0,2002.0,2024.0,2002.0,2007.0
CLEARDALE AGDM,ALBERTA,3074935,32255,71221.0,XCD,56.31,-119.75,561852009,-1194442000,630.0,1990,2024,1990.0,2024.0,2003.0,2024.0,2003.0,2007.0
PEACE RIVER A,ALBERTA,3075040,2770,71068.0,YPE,56.23,-117.45,561337000,-1172650000,570.9,1944,2014,1955.0,2014.0,1944.0,2014.0,1944.0,2007.0
PEACE RIVER A,ALBERTA,3075041,52258,71068.0,YPE,56.23,-117.45,561338000,-1172654000,570.9,2014,2024,2014.0,2024.0,2014.0,2024.0,,
ROMA,ALBERTA,3075043,55098,73104.0,PRV,56.19,-117.45,561135096,-1172707005,559.53,2020,2024,2020.0,2024.0,2020.0,2024.0,,
PEORIA AGDM,ALBERTA,3075160,31468,71348.0,XPA,55.62,-118.29,553716005,-1181735001,621.21,1994,2024,1994.0,2024.0,2002.0,2024.0,2002.0,2007.0
RED EARTH,ALBERTA,3075488,10183,71246.0,WRD,56.55,-115.28,563307070,-1151640040,546.0,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0
ROCKY LANE AGCM,ALBERTA,3075550,51841,,PKY,58.45,-116.48,582706057,-1162850015,301.0,2013,2024,2013.0,2024.0,2018.0,2024.0,,
RYCROFT AGCM,ALBERTA,3075601,47090,71546.0,PRF,55.78,-118.67,554636005,-1184005003,575.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
SAVANNA AGCM,ALBERTA,3075770,47107,71547.0,PSW,56.08,-119.34,560434002,-1192041008,703.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
SOUSA CREEK (AUT),ALBERTA,3076056,10733,,WSH,58.59,-118.49,583529000,-1182935000,373.3,1994,2002,1994.0,2002.0,1994.0,2002.0,1996.0,2001.0
SPIRIT RIVER AUTO STATION,ALBERTA,3076069,29633,71571.0,XSR,55.69,-119.23,554141008,-1191349004,1015.28,1999,2018,1999.0,2018.0,1999.0,2018.0,1999.0,2007.0
SWEETGRASS LANDING,ALBERTA,3076330,52478,,PSQ,58.85,-112.0,585110400,-1115949200,212.0,2014,2024,2014.0,2024.0,2018.0,2024.0,,
TEEPEE CREEK AGCM,ALBERTA,3076366,47109,71690.0,PTC,55.35,-118.41,552108007,-1182427004,670.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
TOMPKINS LANDING AGCM,ALBERTA,3076530,51858,,NTL,58.02,-116.85,580114082,-1165052068,343.0,2013,2024,2013.0,2024.0,2018.0,2024.0,,
VALLEYVIEW AGDM,ALBERTA,3076680,32460,71277.0,XVW,55.1,-117.2,550553000,-1171157000,698.0,1998,2024,1998.0,2024.0,2002.0,2024.0,2002.0,2007.0
GARDEN RIVER,ALBERTA,307KPFP,10932,71253.0,WGF,58.71,-113.87,584239000,-1135159300,240.8,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0
COLD LAKE A,ALBERTA,3081680,2832,71120.0,YOD,54.42,-110.28,542500000,-1101700000,541.0,1952,2024,1954.0,2024.0,1952.0,2024.0,1953.0,2017.0
DUPRE AGCM,ALBERTA,3081690,47070,71414.0,PDU,54.37,-110.87,542201004,-1105204003,556.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
BEAVERDAM AGCM,ALBERTA,308X001,55418,,PX2,54.18,-110.32,541037092,-1101922008,592.0,2023,2024,2023.0,2024.0,2023.0,2024.0,,
BRATT'S LAKE CLIMATE,SASKATCHEWAN,4010811,44543,71569.0,XBK,50.2,-104.71,501202001,-1044236000,580.0,2005,2024,2006.0,2024.0,2005.0,2024.0,2006.0,2007.0
BROADVIEW,SASKATCHEWAN,4010879,2855,71861.0,WIK,50.37,-102.57,502205000,-1023415000,599.8,1965,2024,1965.0,2024.0,1965.0,2024.0,1965.0,2007.0
BROADVIEW A,SASKATCHEWAN,4010880,2856,,,50.25,-102.53,501500000,-1023200000,619.7,1938,1965,1953.0,1965.0,1938.0,1965.0,1938.0,1965.0
DAFOE A,SASKATCHEWAN,4012040,2877,,,51.93,-104.57,515600000,-1043400000,539.8,1944,1964,,,1944.0,1964.0,1944.0,1964.0
ESTEVAN A,SASKATCHEWAN,4012400,2896,,,49.22,-102.97,491300000,-1025800000,580.3,1944,2015,1953.0,2015.0,1944.0,2015.0,1944.0,2015.0
ESTEVAN A,SASKATCHEWAN,4012401,53520,,YEN,49.21,-102.97,491237000,-1025757000,580.3,2015,2018,2015.0,2018.0,2015.0,2018.0,,
ESTEVAN A,SASKATCHEWAN,4012403,54261,71862.0,YEN,49.21,-102.97,491237000,-1025757000,580.3,2015,2024,2015.0,2024.0,2018.0,2024.0,,
ESTEVAN,SASKATCHEWAN,4012410,49728,71559.0,PJM,49.22,-102.97,491300000,-1025800000,580.6,2011,2024,2011.0,2024.0,2011.0,2024.0,,
INDIAN HEAD CDA,SASKATCHEWAN,4013480,2925,71515.0,WBD,50.55,-103.65,503300000,-1033900000,579.1,1885,2024,1995.0,2024.0,1885.0,2024.0,1885.0,2007.0
LAST MOUNTAIN CS,SASKATCHEWAN,4014156,2942,71556.0,WXG,51.42,-105.25,512500000,-1051500000,497.0,1975,2024,1996.0,2024.0,1975.0,2024.0,1975.0,2007.0
MOOSE JAW A,SASKATCHEWAN,4015320,2967,71864.0,YMJ,50.33,-105.57,502000000,-1053400000,576.7,1943,2024,1954.0,2024.0,1943.0,1999.0,1943.0,1998.0
MOOSE JAW CS,SASKATCHEWAN,4015322,27476,71539.0,ZMJ,50.33,-105.54,501954050,-1053215030,577.0,1997,2024,1997.0,2024.0,1998.0,2024.0,1998.0,2007.0
REGINA INT'L A,SASKATCHEWAN,4016560,3002,71863.0,YQR,50.43,-104.67,502600000,-1044000000,577.6,1883,2013,1953.0,2013.0,1883.0,2013.0,1883.0,2007.0
REGINA INTL A,SASKATCHEWAN,4016566,51441,,YQR,50.43,-104.67,502556000,-1043958000,577.6,2013,2024,2013.0,2024.0,2018.0,2024.0,,
REGINA RCS,SASKATCHEWAN,4016699,28011,71514.0,WDJ,50.43,-104.67,502600000,-1044000000,577.3,1996,2024,1996.0,2024.0,1999.0,2024.0,1999.0,2007.0
WATROUS EAST,SASKATCHEWAN,4018642,10785,71511.0,WIW,51.67,-105.4,514000000,-1052400000,525.6,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
WYNYARD,SASKATCHEWAN,4019035,3058,,WYO,51.77,-104.2,514600000,-1041200000,560.8,1939,2005,1964.0,1991.0,1939.0,2005.0,1939.0,2005.0
YELLOW GRASS NORTH,SASKATCHEWAN,4019041,54518,73001.0,PYS,49.82,-104.18,494900000,-1041100000,578.0,2016,2024,2016.0,2024.0,2016.0,2024.0,,
YORKTON,SASKATCHEWAN,4019073,49808,71886.0,PRJ,51.26,-102.46,511553000,-1022752000,498.4,2011,2024,2011.0,2024.0,2011.0,2024.0,,
YORKTON,SASKATCHEWAN,4019075,48977,71292.0,YQV,51.26,-102.46,511553000,-1022742000,498.3,2011,2024,2011.0,2024.0,2011.0,2024.0,,
YORKTON A,SASKATCHEWAN,4019080,3062,71138.0,YQV,51.27,-102.47,511600000,-1022800000,498.3,1941,2005,1953.0,2005.0,1941.0,2005.0,1941.0,2005.0
YORKTON AWOS,SASKATCHEWAN,4019083,30366,,ZQV,51.27,-102.47,511600000,-1022800000,498.3,2005,2005,2005.0,2005.0,,,,
YORKTON,SASKATCHEWAN,4019085,44203,71138.0,YQV,51.26,-102.46,511553000,-1022742000,498.3,2005,2011,2005.0,2011.0,2005.0,2011.0,2005.0,2007.0
WYNYARD (AUT),SASKATCHEWAN,40190LN,10660,71865.0,WOY,51.77,-104.2,514600000,-1041200000,560.1,1992,2024,1994.0,2024.0,1992.0,2024.0,1999.0,2007.0
WEYBURN,SASKATCHEWAN,401HP5R,10666,71452.0,WWF,49.7,-103.8,494200000,-1034800000,588.6,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
BROADVIEW,SASKATCHEWAN,401I010,26851,,WXU,50.38,-102.68,502300000,-1024100000,600.1,1995,2009,1995.0,2003.0,1995.0,2009.0,1996.0,2003.0
ASSINIBOIA AIRPORT,SASKATCHEWAN,4020286,10805,71487.0,WJI,49.73,-105.95,494345090,-1055646010,725.5,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
ELBOW CS,SASKATCHEWAN,4022359,3088,71450.0,WOK,51.13,-106.58,510800000,-1063500000,595.0,1972,2024,1994.0,2024.0,1973.0,2024.0,1972.0,2007.0
LUCKY LAKE,SASKATCHEWAN,4024714,10724,71455.0,WLE,50.95,-107.15,505700000,-1070900000,664.7,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
MAPLE CREEK,SASKATCHEWAN,4024919,10667,71453.0,WMQ,49.9,-109.47,495409050,-1092758060,766.7,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
SWIFT CURRENT,SASKATCHEWAN,4028038,48976,71142.0,YYN,50.29,-107.69,501731000,-1074126000,816.9,2011,2024,2011.0,2024.0,2011.0,2024.0,,
SWIFT CURRENT A,SASKATCHEWAN,4028040,3155,71870.0,YYN,50.3,-107.68,501800000,-1074100000,816.86,1938,2011,1953.0,2011.0,1938.0,2011.0,1938.0,2007.0
SWIFT CURRENT CDA,SASKATCHEWAN,4028060,3157,71446.0,WVC,50.27,-107.73,501600000,-1074400000,825.0,1959,2024,1994.0,2024.0,1959.0,2024.0,1959.0,2007.0
LEADER AIRPORT,SASKATCHEWAN,402DAF0,10795,71459.0,WJX,50.91,-109.5,505434070,-1093005010,675.5,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
CORONACH SPC,SASKATCHEWAN,40318MN,3172,71516.0,WAQ,49.05,-105.48,490300000,-1052900000,756.0,1980,2024,1995.0,2024.0,1980.0,2024.0,1980.0,2007.0
CYPRESS HILLS PARK,SASKATCHEWAN,4031999,10888,71139.0,WVP,49.64,-109.51,493826009,-1093052004,1270.6,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
EASTEND CYPRESS (AUT),SASKATCHEWAN,4032322,7485,71131.0,WEH,49.44,-108.99,492616010,-1085919050,1079.6,1992,2024,1994.0,2024.0,1992.0,2024.0,1997.0,2007.0
MANKOTA,SASKATCHEWAN,4034910,3186,71204.0,PMK,49.1,-107.02,490557000,-1070128030,830.0,1962,2024,2012.0,2024.0,1962.0,2024.0,1962.0,2007.0
ROCKGLEN (AUT),SASKATCHEWAN,4036844,3193,71135.0,WKO,49.17,-105.98,491004040,-1055845060,917.0,1970,2024,1970.0,2024.0,1970.0,2024.0,1971.0,2007.0
VAL MARIE SOUTHEAST,SASKATCHEWAN,4038412,10821,71137.0,WVN,49.06,-107.59,490330001,-1073509010,796.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
KINDERSLEY A,SASKATCHEWAN,4043899,54280,,YKY,51.52,-109.18,513055000,-1091050000,693.7,2016,2024,2016.0,2024.0,2018.0,2024.0,,
KINDERSLEY A,SASKATCHEWAN,4043900,3231,71129.0,YKY,51.52,-109.18,513100000,-1091100000,693.72,1984,2013,1984.0,2013.0,1984.0,2013.0,1984.0,2013.0
KINDERSLEY A,SASKATCHEWAN,4043901,51739,71129.0,YKY,51.52,-109.18,513055000,-1091050000,693.7,2013,2024,2013.0,2024.0,2013.0,2024.0,,
KINDERSLEY AIRPORT,SASKATCHEWAN,4043902,55278,73097.0,PSY,51.52,-109.18,513058003,-1091040032,691.11,2021,2024,2021.0,2024.0,2021.0,2024.0,,
NORTH BATTLEFORD A,SASKATCHEWAN,4045600,3244,71876.0,YQW,52.77,-108.26,524619004,-1081520007,548.33,1942,2005,1953.0,2005.0,1942.0,2005.0,1942.0,2005.0
NORTH BATTLEFORD RCS,SASKATCHEWAN,4045607,44344,71754.0,PQW,52.77,-108.26,524619004,-1081520007,548.0,2005,2024,2005.0,2024.0,2005.0,2024.0,2006.0,2007.0
NORTH BATTLEFORD,SASKATCHEWAN,4045695,48609,71876.0,YQW,52.77,-108.24,524609000,-1081437000,548.3,2010,2024,2010.0,2024.0,2010.0,2024.0,,
ROSETOWN EAST,SASKATCHEWAN,4046884,10784,71510.0,WRJ,51.57,-107.92,513400000,-1075500000,586.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
SCOTT CDA,SASKATCHEWAN,4047240,3259,71489.0,WTS,52.36,-108.83,522135064,-1085005004,659.6,1911,2024,1997.0,2024.0,1911.0,2024.0,1911.0,2007.0
SCOTT CS,SASKATCHEWAN,4047241,27490,71489.0,WTS,52.36,-108.83,522135064,-1085005004,659.6,1998,2007,,,1998.0,2007.0,1998.0,2007.0
WASECA RCS,SASKATCHEWAN,4048521,51798,71663.0,PWX,53.13,-109.41,530753008,-1092418006,640.0,2013,2024,2013.0,2024.0,2013.0,2024.0,,
MELFORT,SASKATCHEWAN,4055079,10727,71456.0,WFF,52.82,-104.6,524900000,-1043600000,490.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
OUTLOOK PFRA,SASKATCHEWAN,4055736,3318,71551.0,WYE,51.48,-107.05,512900000,-1070300000,541.0,1952,2024,1996.0,2024.0,1952.0,2024.0,1952.0,2007.0
PILGER,SASKATCHEWAN,4056121,50977,71655.0,PUN,52.42,-105.15,522500000,-1050900000,552.0,2012,2024,2012.0,2024.0,2014.0,2024.0,,
PRINCE ALBERT A,SASKATCHEWAN,4056240,3322,71869.0,YPA,53.22,-105.67,531300000,-1054000000,428.2,1942,2013,1953.0,2013.0,1942.0,2013.0,1942.0,2007.0
PRINCE ALBERT A,SASKATCHEWAN,4056241,51878,71869.0,YPA,53.21,-105.67,531252000,-1054023000,428.2,2013,2024,2013.0,2024.0,2013.0,2024.0,,
PRINCE ALBERT GLASS FIELD,SASKATCHEWAN,4056243,54498,73002.0,PPR,53.21,-105.68,531237000,-1054036000,425.45,2016,2024,2016.0,2024.0,2016.0,2024.0,,
SASKATOON DIEFENBAKER INT'L A,SASKATCHEWAN,4057120,3328,71866.0,YXE,52.17,-106.72,521000000,-1064300000,504.1,1892,2012,1953.0,2012.0,1892.0,2012.0,1892.0,2007.0
SASKATOON INTL A,SASKATCHEWAN,4057152,50091,,YXE,52.17,-106.7,521015000,-1064200000,504.1,2012,2024,2012.0,2024.0,2018.0,2024.0,,
SASKATOON KERNEN FARM,SASKATCHEWAN,4057154,6872,,WCD,52.15,-106.55,520900000,-1063300000,510.0,1993,2006,1996.0,2006.0,1993.0,2006.0,1993.0,2005.0
SASKATOON RCS,SASKATCHEWAN,4057165,47707,71496.0,POX,52.17,-106.72,521025000,-1064308001,504.1,2008,2024,2008.0,2024.0,2008.0,2024.0,,
VANSCOY UPPER AIR,SASKATCHEWAN,4058420,3342,,WVS,52.02,-107.03,520100000,-1070200000,510.0,1961,1969,,,1961.0,1969.0,1962.0,1969.0
BEARTOOTH ISLAND,SASKATCHEWAN,4060468,10713,,WTF,59.22,-109.7,591300000,-1094200000,238.0,1994,2015,1994.0,2001.0,1994.0,2015.0,1998.0,2000.0
BUFFALO NARROWS A,SASKATCHEWAN,4060982,3357,71077.0,YVT,55.83,-108.43,555000000,-1082600000,433.73,1979,2012,1979.0,2012.0,1979.0,2012.0,1979.0,2007.0
BUFFALO NARROWS (AUT),SASKATCHEWAN,4060983,7534,71077.0,WVT,55.84,-108.42,555026008,-1082514009,440.1,1992,2024,1994.0,2024.0,1992.0,2024.0,1998.0,2007.0
BUFFALO NARROWS A,SASKATCHEWAN,4060984,50823,,YVT,55.84,-108.42,555031000,-1082503000,433.7,2012,2019,2012.0,2019.0,,,,
BUFFALO NARROWS A,SASKATCHEWAN,4060988,53020,,YVT,55.84,-108.42,555031000,-1082503000,433.7,2014,2024,2014.0,2024.0,2018.0,2024.0,,
CLUFF LAKE AUTO,SASKATCHEWAN,4061592,27737,,XXX,58.39,-109.52,582328000,-1093059000,338.9,1996,2009,1996.0,2005.0,1999.0,2009.0,1999.0,2005.0
COLLINS BAY SK,SASKATCHEWAN,4061620,53218,71075.0,WWC,58.23,-103.68,581345000,-1034041000,412.6,2015,2024,2015.0,2024.0,2016.0,2024.0,,
COLLINS BAY,SASKATCHEWAN,4061630,3361,,WKC,58.18,-103.7,581100000,-1034200000,491.9,1972,1990,1972.0,1990.0,1972.0,1990.0,1972.0,1990.0
ISLAND FALLS (AUT),SASKATCHEWAN,4063605,42883,71331.0,PIF,55.53,-102.35,553200000,-1022100000,297.4,2004,2024,2004.0,2024.0,2004.0,2024.0,2004.0,2007.0
JIMMY LAKE,SASKATCHEWAN,4063621,7563,,WHN,54.9,-109.97,545400000,-1095800000,636.2,1994,2004,1994.0,2004.0,,,,
JIMMY LAKE AWOS,SASKATCHEWAN,4063623,30724,71023.0,WHN,54.91,-109.96,545430050,-1095743080,637.1,2004,2022,2004.0,2022.0,2004.0,2022.0,,
KEY LAKE,SASKATCHEWAN,4063753,49448,71033.0,PLS,57.25,-105.6,571500000,-1053600000,513.9,2011,2024,2011.0,2024.0,2011.0,2024.0,,
KEY LAKE,SASKATCHEWAN,4063757,48872,71499.0,YKJ,57.26,-105.62,571523000,-1053703000,513.9,2010,2024,2010.0,2024.0,2010.0,2024.0,,
KEY LAKE A,SASKATCHEWAN,4063759,10941,,,57.25,-105.6,571500000,-1053600000,513.89,1993,2010,1994.0,2010.0,1993.0,2010.0,2001.0,2007.0
LA RONGE RCS,SASKATCHEWAN,4064149,29371,71586.0,XOX,55.15,-105.27,550847020,-1051613030,378.6,1999,2024,1999.0,2024.0,1999.0,2024.0,1999.0,2007.0
LA RONGE A,SASKATCHEWAN,4064150,3381,71922.0,YVC,55.15,-105.27,550900000,-1051600000,379.2,1959,2013,1959.0,2013.0,1959.0,2013.0,1959.0,2008.0
LA RONGE A,SASKATCHEWAN,4064155,51425,71922.0,YVC,55.15,-105.27,550905000,-1051601000,379.2,2013,2024,2013.0,2024.0,2013.0,2024.0,,
LOON LAKE RCS,SASKATCHEWAN,4064620,48148,71273.0,PIL,54.02,-109.14,540111000,-1090818000,545.6,2009,2024,2009.0,2024.0,2009.0,2024.0,,
MEADOW LAKE A,SASKATCHEWAN,4065057,52000,71125.0,YLJ,54.13,-108.05,540731000,-1080301022,480.7,2013,2024,2013.0,2024.0,2013.0,2018.0,,
MEADOW LAKE A,SASKATCHEWAN,4065058,3386,71125.0,YLJ,54.13,-108.52,540800000,-1083100000,480.67,1977,2013,1977.0,2013.0,1977.0,2013.0,1977.0,2008.0
MEADOW LAKE A,SASKATCHEWAN,4065063,53021,,YLJ,54.13,-108.52,540731000,-1083122000,480.7,2014,2024,2014.0,2024.0,2018.0,2024.0,,
SOUTHEND,SASKATCHEWAN,4067655,10242,71451.0,WJH,56.33,-103.28,562000000,-1031700000,344.1,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
SPIRITWOOD WEST,SASKATCHEWAN,4067723,10850,71133.0,WSR,53.37,-107.55,532200000,-1073300000,584.3,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
STONY RAPIDS,SASKATCHEWAN,4067799,48548,71132.0,YSF,59.25,-105.84,591501000,-1055029000,244.15,2010,2024,2010.0,2024.0,2010.0,2024.0,,
STONY RAPIDS A,SASKATCHEWAN,4067PR5,3394,71132.0,YSF,59.25,-105.83,591500000,-1055000000,245.4,1986,2013,1986.0,2010.0,1986.0,2013.0,1986.0,2010.0
URANIUM CITY A,SASKATCHEWAN,4068340,3400,,,59.57,-108.48,593400000,-1082900000,318.2,1953,1986,1959.0,1986.0,1953.0,1986.0,1953.0,1986.0
WASKESIU LAKE,SASKATCHEWAN,4068559,10688,71454.0,WLV,53.92,-106.07,535500000,-1060400000,569.4,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
MEADOW LAKE,SASKATCHEWAN,406N0NM,10198,71970.0,WLJ,54.13,-108.52,540800000,-1083100000,481.0,1994,2024,1994.0,2024.0,1996.0,2024.0,1996.0,2007.0
URANIUM CITY (AUT),SASKATCHEWAN,406QLD0,9831,71076.0,WDC,59.57,-108.48,593400000,-1082900000,318.2,1992,2024,1994.0,2024.0,1992.0,2024.0,1998.0,2007.0
NIPAWIN A,SASKATCHEWAN,4075518,3420,,,53.33,-104.0,532000000,-1040000000,371.9,1973,2005,1973.0,2005.0,1973.0,2005.0,1973.0,2005.0
NIPAWIN AWOS,SASKATCHEWAN,4075521,27625,,ZBU,53.33,-104.0,531956000,-1040012000,371.9,1998,2003,1998.0,2003.0,,,,
NIPAWIN,SASKATCHEWAN,4075525,48608,71130.0,YBU,53.33,-104.01,531957000,-1040030000,371.9,2010,2024,2010.0,2024.0,2010.0,2024.0,,
NIPAWIN,SASKATCHEWAN,407N51G,10195,71312.0,WBU,53.33,-104.0,532000000,-1040000000,371.9,1994,2024,1994.0,2024.0,1996.0,2024.0,1997.0,2007.0
HUDSON BAY A,SASKATCHEWAN,4083321,3439,,,52.82,-102.32,524900000,-1021900000,358.1,1978,1999,1978.0,1999.0,1978.0,1993.0,1978.0,1993.0
HUDSON BAY(AUT),SASKATCHEWAN,4083324,46367,71868.0,ZHB,52.82,-102.32,524900000,-1021900000,358.1,2007,2024,2007.0,2024.0,2007.0,2024.0,2007.0,2007.0
BRANDON A,MANITOBA,5010480,3471,71140.0,YBR,49.91,-99.95,495436000,-995707000,409.4,1941,2012,1958.0,2012.0,1941.0,2012.0,1941.0,2012.0
BRANDON A,MANITOBA,5010481,50821,71140.0,YBR,49.91,-99.95,495436000,-995708000,409.3,2012,2024,2012.0,2024.0,2012.0,2024.0,,
BRANDON RCS,MANITOBA,5010490,49909,71136.0,PBO,49.9,-99.95,495400000,-995700000,409.4,2012,2024,2012.0,2024.0,2012.0,2024.0,,
CARBERRY CS,MANITOBA,5010547,27741,71170.0,WZE,49.91,-99.36,495420900,-992126800,383.5,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0
CYPRESS RIVER RCS,MANITOBA,5010641,48128,71239.0,POY,49.56,-99.07,493344000,-990426000,374.0,2009,2024,2009.0,2024.0,2009.0,2024.0,,
MACDONALD A,MANITOBA,5011680,3505,,,50.08,-98.45,500500000,-982700000,254.5,1951,1959,,,1951.0,1959.0,1951.0,1959.0
PORTAGE SOUTHPORT A,MANITOBA,5012320,3518,,YPG,49.9,-98.27,495400000,-981600000,269.7,1941,2024,1953.0,2024.0,1941.0,1992.0,1941.0,1992.0
PORTAGE SOUTHPORT,MANITOBA,5012324,10884,71851.0,WPG,49.9,-98.28,495411300,-981702900,272.7,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0
RIVERS A,MANITOBA,5012440,3527,,,50.02,-100.32,500100000,-1001900000,473.4,1938,1983,1953.0,1983.0,1938.0,1970.0,1938.0,1970.0
ROBLIN,MANITOBA,5012469,27119,71553.0,WXB,51.18,-101.36,511100018,-1012146068,539.5,1996,2024,1996.0,2024.0,1996.0,2024.0,1996.0,2007.0
