Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year,Span
MEADOW LAKE A,SASKATCHEWAN,4065058,3386,71125.0,YLJ,54.13,-108.52,540800000,-1083100000,480.67,1977,2013,1977.0,2013.0,1977.0,2013.0,1977.0,2008.0,37.0
SOUTHEND,SASKATCHEWAN,4067655,10242,71451.0,WJH,56.33,-103.28,562000000,-1031700000,344.1,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
SPIRITWOOD WEST,SASKATCHEWAN,4067723,10850,71133.0,WSR,53.37,-107.55,532200000,-1073300000,584.3,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
WASKESIU LAKE,SASKATCHEWAN,4068559,10688,71454.0,WLV,53.92,-106.07,535500000,-1060400000,569.4,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
MEADOW LAKE,SASKATCHEWAN,406N0NM,10198,71970.0,WLJ,54.13,-108.52,540800000,-1083100000,481.0,1994,2024,1994.0,2024.0,1996.0,2024.0,1996.0,2007.0,31.0
URANIUM CITY (AUT),SASKATCHEWAN,406QLD0,9831,71076.0,WDC,59.57,-108.48,593400000,-1082900000,318.2,1992,2024,1994.0,2024.0,1992.0,2024.0,1998.0,2007.0,31.0
NIPAWIN A,SASKATCHEWAN,4075518,3420,,,53.33,-104.0,532000000,-1040000000,371.9,1973,2005,1973.0,2005.0,1973.0,2005.0,1973.0,2005.0,33.0
NIPAWIN,SASKATCHEWAN,407N51G,10195,71312.0,WBU,53.33,-104.0,532000000,-1040000000,371.9,1994,2024,1994.0,2024.0,1996.0,2024.0,1997.0,2007.0,31.0
BRANDON A,MANITOBA,5010480,3471,71140.0,YBR,49.91,-99.95,495436000,-995707000,409.4,1941,2012,1958.0,2012.0,1941.0,2012.0,1941.0,2012.0,55.0
CARBERRY CS,MANITOBA,5010547,27741,71170.0,WZE,49.91,-99.36,495420900,-992126800,383.5,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0,31.0
PORTAGE SOUTHPORT A,MANITOBA,5012320,3518,,YPG,49.9,-98.27,495400000,-981600000,269.7,1941,2024,1953.0,2024.0,1941.0,1992.0,1941.0,1992.0,72.0
PORTAGE SOUTHPORT,MANITOBA,5012324,10884,71851.0,WPG,49.9,-98.28,495411300,-981702900,272.7,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
RIVERS A,MANITOBA,5012440,3527,,,50.02,-100.32,500100000,-1001900000,473.4,1938,1983,1953.0,1983.0,1938.0,1970.0,1938.0,1970.0,31.0
SHOAL LAKE CS,MANITOBA,5012654,10927,71150.0,WUT,50.45,-100.6,502717600,-1003612600,561.3,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
SHILO,MANITOBA,5012672,3539,71853.0,WLO,49.78,-99.64,494658000,-993835000,375.2,1954,1999,1954.0,1999.0,1954.0,1970.0,1954.0,1970.0,46.0
WASAGAMING,MANITOBA,5013117,3562,71444.0,WWP,50.66,-99.94,503918006,-995631008,627.4,1966,2024,1994.0,2024.0,1966.0,2024.0,1966.0,2007.0,31.0
MELITA,MANITOBA,501A7AR,10185,71447.0,WEI,49.28,-100.99,491652600,-1005910900,445.9,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
GRETNA (AUT),MANITOBA,5021220,3605,71441.0,WGN,49.03,-97.56,490151004,-973336003,252.6,1885,2024,1994.0,2024.0,1885.0,2024.0,1885.0,2007.0,31.0
PILOT MOUND (AUT),MANITOBA,5022125,3649,71148.0,WPO,49.19,-98.9,491127700,-985417500,470.3,1957,2024,1957.0,2024.0,1957.0,2024.0,1957.0,2007.0,68.0
SPRAGUE,MANITOBA,5022759,10196,71449.0,WSU,49.02,-95.6,490125000,-953554009,328.8,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
WINNIPEG RICHARDSON INT'L A,MANITOBA,5023222,3698,71852.0,YWG,49.92,-97.23,495500000,-971400000,238.7,1938,2013,1953.0,2013.0,1938.0,2008.0,1938.0,2007.0,61.0
CARMAN U OF M CS,MANITOBA,502I001,26857,71147.0,WNK,49.5,-98.03,492953200,-980147100,268.2,1995,2024,1995.0,2024.0,1995.0,2024.0,1996.0,2007.0,30.0
BERENS RIVER CS,MANITOBA,5030203,3721,71158.0,WCF,52.36,-97.02,522135052,-970119032,221.9,1985,2024,1985.0,2024.0,1985.0,2024.0,1985.0,2007.0,40.0
GEORGE ISLAND (AUT),MANITOBA,5030984,7333,71445.0,WWS,52.82,-97.62,524907014,-973659028,222.5,1994,2024,1994.0,2024.0,1994.0,2024.0,1998.0,2007.0,31.0
FISHER BRANCH (AUT),MANITOBA,50309J6,8993,71442.0,WSZ,51.08,-97.55,510500100,-973316200,253.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1999.0,2007.0,31.0
GRAND RAPIDS (AUT),MANITOBA,5031A10,7290,71858.0,WJD,53.19,-99.27,531111064,-991604098,222.5,1992,2024,1994.0,2024.0,1992.0,2024.0,1999.0,2007.0,31.0
PINAWA,MANITOBA,503B1ER,10186,71448.0,WEA,50.18,-96.06,501038020,-960353000,268.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1996.0,2007.0,31.0
DAUPHIN A,MANITOBA,5040680,3780,,PDH,51.1,-100.05,510600000,-1000300000,304.5,1942,2013,1953.0,2013.0,1942.0,2010.0,1942.0,2007.0,61.0
DAUPHIN CS,MANITOBA,5040681,26866,71550.0,WZT,51.1,-100.06,510601400,-1000324800,304.5,1995,2024,1995.0,2024.0,1995.0,2024.0,2000.0,2007.0,30.0
OAKPOINT MARINE,MANITOBA,504K0NM,10881,71144.0,WOJ,50.5,-98.04,502958044,-980212030,249.6,1994,2024,1994.0,2024.0,1994.0,2024.0,1996.0,2007.0,31.0
SWAN RIVER RCS,MANITOBA,504K80K,10188,71443.0,WEQ,52.11,-101.23,520653900,-1011358500,334.8,1993,2024,1994.0,2024.0,1993.0,2024.0,1996.0,2007.0,31.0
FLIN FLON,MANITOBA,5050919,10213,71954.0,WFO,54.68,-101.68,544100000,-1014100000,303.9,1994,2024,1994.0,2024.0,1996.0,2024.0,1996.0,2007.0,31.0
FLIN FLON A,MANITOBA,5050960,3858,,YFO,54.68,-101.68,544100000,-1014100000,303.9,1954,2017,1954.0,2014.0,1968.0,2017.0,1968.0,2007.0,61.0
THE PAS A,MANITOBA,5052880,3864,71867.0,YQD,53.97,-101.1,535800000,-1010600000,270.36,1943,2014,1953.0,2014.0,1943.0,2014.0,1943.0,2014.0,62.0
CHURCHILL A,MANITOBA,5060600,3871,,YYQ,58.74,-94.07,584421000,-940359000,29.26,1943,2012,1953.0,2012.0,1943.0,2008.0,1943.0,2007.0,60.0
GILLAM,MANITOBA,5060999,10217,73087.0,WGX,56.36,-94.7,562132028,-944215024,145.3,1994,2024,1994.0,2024.0,1996.0,2024.0,1996.0,2007.0,31.0
GILLAM A,MANITOBA,5061001,3878,71912.0,YGX,56.36,-94.71,562127000,-944238000,145.1,1970,2014,1970.0,2014.0,1970.0,2014.0,1970.0,2014.0,45.0
ISLAND LAKE A,MANITOBA,5061376,3880,71145.0,YIV,53.85,-94.65,535100000,-943900000,235.6,1970,2015,1970.0,2015.0,1970.0,2015.0,1970.0,2015.0,46.0
LYNN LAKE A,MANITOBA,5061646,3887,,,56.86,-101.08,565150000,-1010434000,356.6,1959,2005,1959.0,2005.0,1968.0,2005.0,1968.0,2005.0,47.0
THOMPSON A,MANITOBA,5062922,3905,71079.0,YTH,55.8,-97.86,554812000,-975145000,224.03,1967,2014,1967.0,2014.0,1967.0,2014.0,1967.0,2007.0,48.0
NORWAY HOUSE A,MANITOBA,506B047,3868,,,53.95,-97.85,535700000,-975100000,223.7,1973,2005,1973.0,2005.0,1973.0,2005.0,1973.0,2005.0,33.0
LANSDOWNE HOUSE (AUT),ONTARIO,6014353,10244,71846.0,WLF,52.2,-87.94,521146000,-875610000,253.4,1992,2024,1994.0,2024.0,1992.0,2024.0,2000.0,2006.0,31.0
PEAWANUCK (AUT),ONTARIO,6016295,10197,71434.0,WWN,54.98,-85.43,545900000,-852600000,52.7,1994,2024,1994.0,2024.0,1994.0,2024.0,2003.0,2006.0,31.0
PICKLE LAKE (AUT),ONTARIO,6016525,3920,71835.0,WPL,51.45,-90.22,512657001,-901304007,390.8,1930,2024,1955.0,2024.0,1930.0,2024.0,1930.0,2006.0,70.0
RED LAKE A,ONTARIO,6016975,3923,71854.0,YRL,51.07,-93.79,510401000,-934735000,385.88,1930,2012,1953.0,2012.0,1930.0,2012.0,1930.0,2012.0,60.0
ATIKOKAN (AUT),ONTARIO,6020LPQ,10220,71747.0,WCH,48.76,-91.63,484540000,-913741000,389.3,1994,2024,1994.0,2024.0,2000.0,2024.0,2005.0,2006.0,31.0
DRYDEN A,ONTARIO,6032119,3953,,YHD,49.83,-92.75,495000000,-924500000,412.7,1969,2005,1969.0,2005.0,1970.0,2005.0,1970.0,2004.0,37.0
KENORA A,ONTARIO,6034075,3960,71850.0,YQK,49.79,-94.37,494725005,-942155003,409.65,1938,2013,1953.0,2013.0,1938.0,2013.0,1938.0,2013.0,61.0
ROYAL ISLAND (AUT),ONTARIO,6037201,10899,71859.0,WTX,49.47,-94.76,492807000,-944547000,329.0,1994,2024,1994.0,2024.0,2016.0,2024.0,,,31.0
SIOUX LOOKOUT A,ONTARIO,6037775,3969,,,50.12,-91.9,500700000,-915400000,383.1,1938,2013,1953.0,2013.0,1938.0,2013.0,1938.0,2013.0,61.0
ARMSTRONG (AUT),ONTARIO,6040325,3987,71841.0,WYW,50.29,-88.91,501737000,-885419000,322.5,1938,2024,1953.0,2024.0,1938.0,2024.0,1938.0,1982.0,72.0
CARIBOU ISLAND (AUT),ONTARIO,6041222,7582,71433.0,WCI,47.33,-85.83,472000000,-855000000,187.0,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
GERALDTON A,ONTARIO,6042716,4003,,YGQ,49.78,-86.93,494658090,-865550050,348.4,1981,2015,1981.0,2015.0,1981.0,2015.0,1981.0,2015.0,35.0
THUNDER BAY A,ONTARIO,6048261,4055,,YQT,48.37,-89.33,482210000,-891938038,199.0,1941,2012,1953.0,2012.0,1941.0,2004.0,1941.0,2004.0,60.0
UPSALA (AUT),ONTARIO,6049095,4057,71435.0,WDV,49.03,-90.47,490200000,-902800000,488.5,1972,2024,1994.0,2024.0,1973.0,2024.0,1972.0,2006.0,31.0
WELCOME ISLAND (AUT),ONTARIO,6049443,4061,71751.0,WEC,48.37,-89.12,482209000,-890710000,211.4,1967,2024,1994.0,2024.0,1967.0,2024.0,1967.0,1985.0,31.0
SAULT STE MARIE A,ONTARIO,6057592,4093,71260.0,YAM,46.48,-84.51,462900000,-843034000,192.0,1945,2012,1961.0,2012.0,1945.0,2012.0,1945.0,2012.0,52.0
WAWA A,ONTARIO,6059D09,4099,,,47.97,-84.78,475800000,-844700000,287.1,1977,2014,1977.0,2014.0,1977.0,2014.0,1977.0,2014.0,38.0
KILLARNEY (AUT),ONTARIO,605DJ25,8997,71460.0,WBE,45.97,-81.48,455800000,-812900000,196.3,1992,2023,1994.0,2023.0,1992.0,2023.0,,,30.0
SUDBURY A,ONTARIO,6068150,4132,71730.0,YSB,46.63,-80.8,463732000,-804752000,348.39,1954,2013,1954.0,2013.0,1954.0,2013.0,1954.0,2013.0,60.0
EARLTON A,ONTARIO,6072225,4145,,YXR,47.7,-79.85,474200000,-795100000,243.2,1938,2005,1953.0,2005.0,1938.0,2005.0,1938.0,2004.0,53.0
KAPUSKASING A,ONTARIO,6073975,4157,,,49.41,-82.47,492450000,-822803000,226.5,1937,2014,1953.0,2014.0,1937.0,2014.0,1937.0,2014.0,62.0
MOOSONEE UA,ONTARIO,6075425,4168,71836.0,WZC,51.27,-80.65,511600000,-803900000,10.0,1932,2023,1953.0,1995.0,1932.0,2023.0,1932.0,2006.0,43.0
NAGAGAMI (AUT),ONTARIO,6075543,7633,71832.0,WNZ,49.75,-84.16,494448600,-840949300,264.0,1993,2024,1994.0,2024.0,1993.0,2024.0,2003.0,2006.0,31.0
TIMMINS VICTOR POWER A,ONTARIO,6078285,4180,71739.0,YTS,48.57,-81.38,483411000,-812236000,294.7,1955,2012,1955.0,2012.0,1955.0,2012.0,1955.0,2011.0,58.0
NORTH BAY A,ONTARIO,6085700,4201,71731.0,YYB,46.36,-79.42,462149000,-792522000,370.3,1939,2013,1953.0,2013.0,1939.0,2013.0,1939.0,2013.0,61.0
GORE BAY A,ONTARIO,6092925,4209,,YZE,45.88,-82.57,455300000,-823400000,193.5,1947,2006,1953.0,2005.0,1947.0,2006.0,1947.0,2006.0,53.0
GRENADIER ISLAND,ONTARIO,6103024,10903,71281.0,WGH,44.42,-75.85,442500000,-755100000,82.0,1994,2024,1994.0,2024.0,1994.0,2024.0,1997.0,2006.0,31.0
KINGSTON A,ONTARIO,6104146,4295,,YGK,44.22,-76.6,441307092,-763548008,92.4,1930,2012,1967.0,2012.0,1930.0,1996.0,1930.0,1996.0,46.0
OTTAWA MACDONALD-CARTIER INT'L A,ONTARIO,6106000,4337,71628.0,YOW,45.32,-75.67,451921000,-754009000,114.0,1938,2011,1953.0,2011.0,1938.0,2011.0,1938.0,2011.0,59.0
PETAWAWA A,ONTARIO,6106398,4352,71625.0,YWA,45.95,-77.32,455700000,-771900000,130.1,1969,2024,1969.0,2024.0,1970.0,2008.0,1971.0,2006.0,56.0
COLLINGWOOD,ONTARIO,6111792,10955,71270.0,WCO,44.5,-80.22,443000000,-801300000,178.3,1994,2023,1994.0,2023.0,1994.0,2023.0,1997.0,2006.0,30.0
LAGOON CITY,ONTARIO,6114295,10911,71282.0,WGL,44.55,-79.22,443250000,-791300000,220.7,1994,2024,1994.0,2024.0,1994.0,2024.0,1997.0,2006.0,31.0
MUSKOKA A,ONTARIO,6115525,4477,71630.0,YQA,44.97,-79.3,445800000,-791800000,281.9,1934,2015,1953.0,2005.0,1934.0,2015.0,1934.0,2006.0,53.0
WIARTON A,ONTARIO,6119500,4538,71633.0,YVV,44.75,-81.11,444445000,-810626000,222.2,1947,2014,1953.0,2014.0,1947.0,2014.0,1947.0,2014.0,62.0
WESTERN ISLAND (AUT),ONTARIO,6119M51,7733,71438.0,WMZ,45.03,-80.37,450200000,-802200000,191.1,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
GODERICH,ONTARIO,6122847,7747,71261.0,WGD,43.77,-81.72,434600000,-814300000,213.7,1986,2024,1986.0,2024.0,1994.0,2024.0,1997.0,2006.0,39.0
SARNIA AIRPORT,ONTARIO,6127514,4589,,,42.99,-82.3,425932058,-821817088,180.6,1967,2007,1967.0,2005.0,1967.0,2007.0,1967.0,2006.0,39.0
LONG POINT (AUT),ONTARIO,6134F10,9026,71464.0,WPS,42.53,-80.05,423200000,-800300000,175.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
PORT WELLER (AUT),ONTARIO,6136699,7790,71432.0,WWZ,43.25,-79.22,431500000,-791300000,79.0,1992,2024,1993.0,2024.0,1992.0,2024.0,2003.0,2006.0,32.0
ST CATHARINES A,ONTARIO,6137287,4683,,YSN,43.2,-79.17,431200000,-791000000,97.8,1971,2012,1971.0,2012.0,1971.0,2000.0,1971.0,2000.0,42.0
WINDSOR A,ONTARIO,6139525,4716,71538.0,YQG,42.28,-82.96,421632000,-825720000,189.6,1940,2014,1953.0,2014.0,1940.0,2014.0,1940.0,2014.0,62.0
PORT COLBORNE (AUT),ONTARIO,613F606,9005,71463.0,WPC,42.87,-79.25,425200000,-791500000,183.5,1992,2024,1994.0,2024.0,1992.0,2024.0,2006.0,2006.0,31.0
ERIEAU (AUT),ONTARIO,613KLLM,9006,71465.0,WAJ,42.25,-81.9,421500413,-815400517,178.0,1992,2023,1994.0,2023.0,1992.0,2023.0,,,30.0
LONDON INT'L AIRPORT,ONTARIO,6144475,4789,71623.0,YXU,43.03,-81.15,430159000,-810904000,278.0,1940,2017,1953.0,2012.0,1940.0,2017.0,1940.0,2006.0,60.0
LONDON CS,ONTARIO,6144478,10999,71622.0,WSN,43.03,-81.15,430200000,-810900000,278.0,1994,2024,1994.0,2024.0,2002.0,2024.0,2002.0,2006.0,31.0
MOUNT FOREST (AUT),ONTARIO,6145504,7844,71631.0,WLS,43.98,-80.75,435900000,-804500000,414.5,1992,2024,1994.0,2024.0,1992.0,2024.0,2003.0,2006.0,31.0
WATERLOO WELLINGTON A,ONTARIO,6149387,4832,,,43.45,-80.38,432700000,-802300000,317.0,1966,2003,1966.0,2002.0,1970.0,2003.0,1970.0,2002.0,37.0
BURLINGTON PIERS (AUT),ONTARIO,6151061,7868,71437.0,WWB,43.3,-79.8,431800000,-794800000,77.4,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
COBOURG (AUT),ONTARIO,6151684,7870,71431.0,WNC,43.95,-78.17,435700000,-781000000,77.7,1992,2024,1993.0,2024.0,1992.0,2024.0,2003.0,2006.0,32.0
HAMILTON A,ONTARIO,6153194,4932,71263.0,YHM,43.17,-79.93,431018072,-795603036,237.7,1959,2011,1970.0,2011.0,1959.0,2011.0,1959.0,2011.0,42.0
POINT PETRE (AUT),ONTARIO,6156559,7925,71430.0,WQP,43.83,-77.15,435000000,-770900000,78.6,1992,2024,1993.0,2024.0,1992.0,2024.0,,,32.0
TORONTO ISLAND A,ONTARIO,6158665,5085,71265.0,,43.63,-79.4,433743000,-792342000,76.5,1957,2006,1957.0,2006.0,1957.0,2006.0,1957.0,2006.0,50.0
TORONTO LESTER B. PEARSON INT'L A,ONTARIO,6158733,5097,71624.0,YYZ,43.68,-79.63,434038000,-793750000,173.4,1937,2013,1953.0,2013.0,1937.0,2013.0,1937.0,2013.0,61.0
TRENTON A,ONTARIO,6158875,5126,71621.0,YTR,44.12,-77.53,440708000,-773141000,86.3,1935,2024,1953.0,2024.0,1935.0,2024.0,1935.0,2017.0,72.0
TORONTO BUTTONVILLE A,ONTARIO,615HMAK,4841,71639.0,YKZ,43.86,-79.37,435144000,-792212000,198.1,1986,2015,1986.0,2015.0,1986.0,2015.0,1986.0,2015.0,30.0
PETERBOROUGH A,ONTARIO,6166418,5186,,,44.23,-78.37,441400000,-782200000,191.4,1969,2007,1969.0,2005.0,1969.0,2007.0,1969.0,2006.0,37.0
BANCROFT AUTO,ONTARIO,616I001,26799,71294.0,WRK,45.07,-77.88,450417000,-775244000,330.7,1995,2024,1995.0,2024.0,1995.0,2024.0,1997.0,2006.0,30.0
ILE D'ORLEANS,QUEBEC,70132G9,8989,71424.0,WER,47.0,-70.81,465948000,-704830000,3.6,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
L'ASSOMPTION,QUEBEC,7014160,5237,71524.0,WEW,45.81,-73.43,454834000,-732605000,21.0,1930,2024,1994.0,2024.0,1930.0,2024.0,1930.0,1994.0,31.0
L'ETAPE,QUEBEC,7015791,10871,71382.0,WPD,47.56,-71.23,473344000,-711344000,791.2,1993,2024,1994.0,2024.0,1993.0,2024.0,2005.0,2005.0,31.0
QUEBEC/JEAN LESAGE INTL A,QUEBEC,7016294,5251,71708.0,YQB,46.8,-71.38,464800000,-712300000,74.4,1943,2017,1953.0,2013.0,1943.0,2017.0,1943.0,2012.0,61.0
TROIS-RIVIERES,QUEBEC,7018562,10764,71724.0,WTY,46.35,-72.52,462113000,-723058000,6.0,1993,2024,1994.0,2024.0,1993.0,2024.0,2005.0,2005.0,31.0
TROIS-RIVIERES,QUEBEC,7018563,8321,71729.0,GRQ,46.37,-72.68,462200000,-724100000,62.2,1963,2024,1963.0,2024.0,2004.0,2024.0,,,62.0
VALCARTIER A,QUEBEC,7018574,5293,71716.0,YOY,46.9,-71.5,465410000,-713013000,167.6,1978,2024,1978.0,2024.0,1978.0,1981.0,1978.0,1981.0,47.0
ILE AUX GRUES,QUEBEC,701LBPH,10247,,WIG,47.07,-70.53,470425000,-703159000,18.3,1994,2024,1994.0,2024.0,2018.0,2024.0,,,31.0
LAC SAINT-PIERRE,QUEBEC,701LP0N,10975,71198.0,WBS,46.18,-72.92,461100000,-725500000,16.2,1994,2024,1994.0,2024.0,1995.0,2024.0,,,31.0
FRELIGHSBURG,QUEBEC,7022579,10815,71373.0,WFQ,45.03,-72.85,450200000,-725100000,224.0,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
LENNOXVILLE,QUEBEC,7024280,5397,71611.0,WQH,45.37,-71.82,452208000,-714925000,181.0,1888,2024,1994.0,2024.0,1888.0,2024.0,1888.0,1995.0,31.0
MCTAVISH,QUEBEC,7024745,10761,71612.0,WTA,45.5,-73.58,453017070,-733445000,72.8,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QUEBEC,7025250,5415,71627.0,YUL,45.47,-73.75,452800000,-734500000,35.97,1941,2013,1953.0,2013.0,1941.0,2013.0,1941.0,2013.0,61.0
NICOLET,QUEBEC,7025442,10732,71723.0,WNQ,46.23,-72.66,461333000,-723926000,8.0,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
STE-CLOTILDE,QUEBEC,7027039,10762,71614.0,WIT,45.17,-73.68,451002000,-734044000,53.0,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
MONTREAL/ST-HUBERT A,QUEBEC,7027320,5490,71371.0,YHU,45.52,-73.42,453100000,-732500000,27.4,1928,2015,1953.0,2005.0,1928.0,2015.0,1928.0,2015.0,53.0
SHERBROOKE A,QUEBEC,7028124,5530,71610.0,YSC,45.43,-71.68,452600000,-714100000,241.4,1962,2016,1962.0,2005.0,1962.0,2016.0,1962.0,2004.0,44.0
BEAUCEVILLE,QUEBEC,7028754,26777,71323.0,WHV,46.21,-70.79,461218000,-704706000,229.2,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
LAC MEMPHREMAGOG,QUEBEC,702CFGG,10801,,WTT,45.27,-72.17,451600000,-721000000,208.7,1994,2024,1994.0,2024.0,2018.0,2024.0,,,31.0
STE-ANNE-DE-BELLEVUE 1,QUEBEC,702FHL8,10873,71377.0,WVQ,45.43,-73.93,452538000,-735545000,39.0,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
ST-ANICET 1,QUEBEC,702FQLF,10982,71712.0,WBZ,45.12,-74.29,450715000,-741722000,49.1,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
L'ACADIE,QUEBEC,702LED4,10843,71372.0,WIZ,45.29,-73.35,451738000,-732058000,43.8,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
GATINEAU A,QUEBEC,7032681,8375,,YND,45.52,-75.57,453100000,-753400000,64.3,1981,2012,1981.0,2012.0,,,,,32.0
MANIWAKI UA,QUEBEC,7034480,5607,71722.0,WMW,46.3,-76.01,461806500,-760021800,188.58,1953,2018,1953.0,1993.0,1953.0,2018.0,1953.0,1993.0,41.0
MANIWAKI AIRPORT,QUEBEC,7034482,5606,71721.0,WMJ,46.27,-75.99,461629000,-755931000,199.7,1972,2024,1994.0,2024.0,1993.0,2024.0,1972.0,2005.0,31.0
MONTREAL/MIRABEL INT'L A,QUEBEC,7035290,5616,,YMX,45.67,-74.03,454000000,-740200000,82.6,1975,2012,1975.0,2012.0,1975.0,2008.0,1975.0,2008.0,38.0
ST-JOVITE,QUEBEC,703GDKB,10868,71376.0,WJT,46.08,-74.56,460449000,-743321000,238.5,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
BAIE-COMEAU A,QUEBEC,7040440,5662,,,49.13,-68.2,490800000,-681200000,21.6,1947,2005,1956.0,2005.0,1947.0,2005.0,1947.0,2004.0,50.0
LOURDES DE BLANC SABLON A,QUEBEC,7040813,5669,71808.0,YBX,51.45,-57.18,512700000,-571100000,37.18,1970,2014,1970.0,2014.0,1982.0,2014.0,1982.0,2014.0,45.0
CAPE WHITTLE,QUEBEC,7041100,5672,71374.0,WQW,50.16,-60.06,500947000,-600342000,7.0,1963,2024,1994.0,2024.0,1963.0,2024.0,1963.0,1968.0,31.0
CAP-ROUGE,QUEBEC,7041166,10963,71186.0,WQM,48.37,-70.54,482227000,-703207000,7.3,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
CHEVERY,QUEBEC,7041382,8456,71814.0,WDM,50.47,-59.64,502754000,-593822000,7.7,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
CAP-TOURMENTE,QUEBEC,7041JG6,10869,71384.0,WTN,47.08,-70.78,470443000,-704651000,6.0,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
ILE AUX PERROQUETS,QUEBEC,7043B79,10937,71375.0,WQR,50.22,-64.21,501315000,-641226000,9.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
ILE ROUGE,QUEBEC,7043BP9,8674,71426.0,WAF,48.07,-69.56,480408000,-693320000,5.9,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
LONGUE-POINTE-DE-MINGAN,QUEBEC,7044328,10977,71512.0,WBT,50.27,-64.23,501617000,-641335000,11.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
NATASHQUAN A,QUEBEC,7045400,5715,,YNA,50.18,-61.82,501100000,-614900000,10.7,1914,2008,1957.0,2008.0,1914.0,2008.0,1914.0,2003.0,52.0
POINTE DE L'ISLET,QUEBEC,7046059,10966,71190.0,WQD,48.14,-69.72,480808000,-694259000,7.0,1994,2024,1994.0,2024.0,1995.0,2024.0,,,31.0
POINTE CLAVEAU,QUEBEC,704607C,10964,71189.0,WQV,48.26,-70.11,481537000,-700652000,4.0,1994,2024,1994.0,2024.0,1994.0,2024.0,,,31.0
SEPT-ILES A,QUEBEC,7047910,5742,,YZV,50.22,-66.27,501300000,-661600000,54.9,1944,2014,1953.0,2014.0,1944.0,2002.0,1944.0,2001.0,62.0
LAC EON,QUEBEC,704C64L,8404,71421.0,WEO,51.87,-63.28,515202000,-631701000,588.9,1993,2024,1994.0,2024.0,1993.0,2024.0,,,31.0
POINTE-DES-MONTS,QUEBEC,704F0PN,9029,71427.0,WTG,49.32,-67.38,491900000,-672252000,5.9,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
BAIE-COMEAU,QUEBEC,704S001,26889,71829.0,WFW,49.26,-68.15,491533000,-680845000,129.5,1995,2024,1995.0,2024.0,1996.0,2024.0,,,30.0
CAP-D'ESPOIR,QUEBEC,7051050,9001,71429.0,WRZ,48.42,-64.32,482510000,-641901000,15.4,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
CAP-MADELEINE,QUEBEC,7051163,8999,71425.0,WSF,49.25,-65.32,491503000,-651929000,29.0,1992,2024,1994.0,2024.0,1992.0,2024.0,,,31.0
GASPE A,QUEBEC,7052605,5794,71188.0,YGP,48.78,-64.48,484637000,-642841000,34.1,1965,2013,1965.0,2013.0,1968.0,2013.0,1968.0,2013.0,49.0
HEATH POINT,QUEBEC,7053038,8675,71423.0,WHP,49.09,-61.7,490507000,-614202000,7.0,1992,2023,1994.0,2023.0,1992.0,2023.0,,,30.0
ILES DE LA MADELEINE,QUEBEC,7053KGR,10763,71710.0,WGR,47.43,-61.77,472531000,-614629000,7.6,1993,2024,1993.0,2024.0,1995.0,2024.0,,,32.0
MONT-JOLI A,QUEBEC,7055120,5814,71718.0,YYY,48.6,-68.22,483600000,-681300000,52.4,1943,2013,1953.0,2013.0,1943.0,2013.0,1943.0,2005.0,61.0
